clip_id,frame,track_id,x1,y1,x2,y2,confianza,confirmado,reid_sim,track_id_bytetrack
retail_iprox_caja,253,2,862.7,39.1,1020.3,384.4,0.6429,1,,5
retail_iprox_caja,254,1,7.3,152.8,295.7,710.0,0.8665,1,,1
retail_iprox_caja,254,2,872.6,40.1,1034.5,391.0,0.7485,1,,5
retail_iprox_caja,255,1,7.0,152.6,296.2,710.1,0.8678,1,,1
retail_iprox_caja,255,2,874.7,40.4,1039.0,393.4,0.7451,1,,5
retail_iprox_caja,256,1,6.8,152.4,296.5,710.0,0.8666,1,,1
retail_iprox_caja,256,2,880.2,41.4,1045.9,392.5,0.7842,1,,5
retail_iprox_caja,257,1,6.4,152.3,296.5,709.8,0.8641,1,,1
retail_iprox_caja,257,2,880.2,38.3,1048.0,391.0,0.859,1,,5
retail_iprox_caja,258,1,6.3,152.2,296.9,709.8,0.8664,1,,1
retail_iprox_caja,258,2,874.8,41.5,1039.2,388.6,0.8473,1,,5
retail_iprox_caja,259,1,6.2,152.1,297.1,709.8,0.8672,1,,1
retail_iprox_caja,259,2,875.1,45.7,1035.7,385.5,0.8433,1,,5
retail_iprox_caja,260,1,6.0,152.2,297.2,709.8,0.864,1,,1
retail_iprox_caja,260,2,877.2,48.9,1035.7,383.7,0.8623,1,,5
retail_iprox_caja,261,1,5.8,152.3,297.2,709.8,0.865,1,,1
retail_iprox_caja,261,2,877.7,49.8,1035.9,383.7,0.8687,1,,5
retail_iprox_caja,262,1,5.8,152.5,297.5,709.9,0.8648,1,,1
retail_iprox_caja,262,2,880.8,50.5,1040.6,384.2,0.8746,1,,5
retail_iprox_caja,263,1,5.5,152.6,297.5,710.0,0.8639,1,,1
retail_iprox_caja,263,2,887.1,52.3,1048.4,385.6,0.8832,1,,5
retail_iprox_caja,264,1,5.4,152.4,297.7,710.1,0.8642,1,,1
retail_iprox_caja,264,2,894.2,51.7,1056.4,385.8,0.8785,1,,5
