clip_id,location_type,width,height,fps_video,frames_totales,frames_analizados,frames_descartados,pct_analizado,detecciones,personas_unicas,max_simultaneas,conf_media,entradas,salidas,cruzaron_linea,reenganches_reid,cpu_ms_motion,gpu_ms_person,cpu_ms_tracking,cpu_ms_conteo,gpu_ms_reid,wall_ms,fps_pipeline,cpu_ms_por_frame,gpu_ms_por_frame_analizado,costo_usd_cpu,costo_usd_gpu
shoplifting_shoplifting-45,other,640,480,30.0,365,328,7,97.91,651,3,2,0.8826,1,0,1,0,2278.648,3526.894,5.768,169.468,151.628,6946.84,52.54,6.723,11.215,0.0,0.0
shoplifting_shoplifting-46,other,640,480,30.0,327,183,114,61.62,348,3,2,0.8753,0,0,0,1,1902.039,1898.367,3.066,89.552,67.123,4670.955,70.01,6.1,10.74,0.0,0.0
shoplifting_shoplifting-47,other,640,480,30.0,325,186,109,63.05,182,2,2,0.8725,0,1,1,0,1988.067,1888.209,2.338,64.103,67.082,4696.13,69.21,6.322,10.512,0.0,0.0
shoplifting_shoplifting-48,other,640,480,30.0,353,287,36,88.85,287,1,1,0.9004,0,0,0,0,2024.975,3005.259,3.944,110.257,54.973,5929.306,59.53,6.06,10.663,0.0,0.0
shoplifting_shoplifting-5,other,640,480,30.0,357,235,92,71.87,569,4,4,0.7509,0,1,1,5,1888.989,2554.526,4.399,128.402,147.707,5514.352,64.74,5.663,11.499,0.0,0.0
shoplifting_shoplifting-50,other,640,480,30.0,363,218,115,65.47,203,1,1,0.8763,0,1,1,0,2588.8,2393.9,2.98,92.419,46.95,5859.779,61.95,7.394,11.197,0.0,0.0
shoplifting_shoplifting-51,other,640,480,30.0,343,284,29,90.73,569,3,3,0.8031,1,0,1,0,2122.542,3068.877,5.047,153.079,116.336,6264.544,54.75,6.649,11.216,0.0,0.0
shoplifting_shoplifting-52,other,640,480,30.0,326,175,121,59.12,188,2,2,0.8416,0,0,0,1,1917.06,1905.545,2.477,70.455,57.8,4807.67,67.81,6.104,11.219,0.0,0.0
shoplifting_shoplifting-53,other,640,480,30.0,347,273,44,86.12,273,1,1,0.8841,0,0,0,0,2135.512,2867.201,3.735,104.194,59.609,5878.945,59.02,6.465,10.721,0.0,0.0
shoplifting_shoplifting-54,other,640,480,30.0,347,175,142,55.21,175,1,1,0.8651,0,0,0,0,2029.277,1775.619,2.331,63.063,35.281,4575.84,75.83,6.037,10.348,0.0,0.0
shoplifting_shoplifting-55,other,640,480,30.0,315,90,195,31.58,90,1,1,0.841,0,0,0,0,1759.816,931.613,1.205,34.08,26.706,3404.549,92.52,5.699,10.648,0.0,0.0
shoplifting_shoplifting-56,other,640,480,30.0,347,260,57,82.02,260,1,1,0.891,0,0,0,0,2018.324,2665.716,3.557,96.764,57.44,5534.883,62.69,6.106,10.474,0.0,0.0
shoplifting_shoplifting-57,other,640,480,30.0,347,217,100,68.45,217,1,1,0.883,0,0,0,0,2015.469,2292.287,2.996,82.34,45.079,5161.128,67.23,6.054,10.771,0.0,0.0
shoplifting_shoplifting-58,other,640,480,30.0,320,55,235,18.97,55,1,1,0.8808,0,0,0,0,1544.657,579.858,0.766,20.338,10.981,2789.493,114.72,4.893,10.743,0.0,0.0
shoplifting_shoplifting-59,other,640,480,30.0,320,99,191,34.14,99,1,1,0.8615,0,0,0,0,1549.339,1066.128,1.413,39.54,23.338,3324.507,96.25,4.97,11.005,0.0,0.0
shoplifting_shoplifting-6,other,640,480,30.0,334,213,91,70.07,403,4,4,0.7995,1,0,1,0,1893.991,2371.927,3.66,109.606,138.709,5277.145,63.29,6.01,11.787,0.0,0.0
shoplifting_shoplifting-60,other,640,480,30.0,321,291,0,100.0,336,2,2,0.8587,0,1,1,1,2086.397,3228.155,4.315,119.185,81.178,6451.762,49.75,6.884,11.372,0.0,0.0
shoplifting_shoplifting-61,other,640,480,30.0,308,232,46,83.45,232,1,1,0.8851,1,0,1,0,2035.265,2455.308,3.205,85.509,45.269,5328.885,57.8,6.896,10.778,0.0,0.0
shoplifting_shoplifting-62,other,640,480,30.0,322,143,149,48.97,143,1,1,0.8947,0,0,0,0,2082.905,1603.537,2.073,60.382,33.721,4477.002,71.92,6.663,11.449,0.0,0.0
shoplifting_shoplifting-63,other,640,480,30.0,323,196,97,66.89,196,1,1,0.9184,0,0,0,0,2069.362,2145.902,2.77,78.894,44.334,5050.335,63.96,6.66,11.175,0.0,0.0
shoplifting_shoplifting-64,other,640,480,30.0,344,267,47,85.03,267,1,1,0.9066,0,0,0,0,2268.552,2976.338,3.879,111.307,64.298,6221.234,55.29,6.929,11.388,0.0,0.0
shoplifting_shoplifting-65,other,640,480,30.0,314,100,184,35.21,100,1,1,0.9022,0,0,0,0,2326.015,1037.788,1.351,37.218,25.524,4091.502,76.74,7.531,10.633,0.0,0.0
shoplifting_shoplifting-66,other,640,480,30.0,333,107,196,35.31,107,1,1,0.9149,0,0,0,0,1658.979,1122.282,1.463,40.644,23.989,3510.731,94.85,5.108,10.713,0.0,0.0
shoplifting_shoplifting-67,other,640,480,30.0,296,103,163,38.72,103,1,1,0.9122,0,0,0,0,1454.051,1077.124,1.399,38.979,22.602,3223.665,91.82,5.049,10.677,0.0,0.0
shoplifting_shoplifting-68,other,640,480,30.0,316,130,156,45.45,130,1,1,0.9153,0,0,0,0,1791.732,1334.715,1.743,49.027,34.477,3879.797,81.45,5.831,10.532,0.0,0.0
shoplifting_shoplifting-69,other,640,480,30.0,325,117,178,39.66,117,1,1,0.9156,0,0,0,0,1564.847,1201.38,1.576,44.308,22.759,3612.007,89.98,4.956,10.463,0.0,0.0
shoplifting_shoplifting-7,other,640,480,30.0,342,219,93,70.19,438,2,2,0.8265,1,0,1,0,1825.142,2300.742,3.766,103.6,53.956,5001.745,68.38,5.651,10.752,0.0,0.0
shoplifting_shoplifting-70,other,640,480,30.0,326,78,218,26.35,78,1,1,0.9097,0,0,0,0,1596.252,801.579,1.061,30.018,24.016,3105.405,104.98,4.992,10.585,0.0,0.0
shoplifting_shoplifting-71,other,640,480,30.0,309,271,8,97.13,269,1,2,0.842,1,0,1,0,1800.056,2955.116,3.768,101.953,69.132,5693.308,54.27,6.168,11.16,0.0,0.0
shoplifting_shoplifting-72,other,640,480,30.0,323,293,0,100.0,300,2,2,0.8315,1,0,1,0,1927.027,3471.517,4.418,128.56,93.165,6389.916,50.55,6.378,12.166,0.0,0.0
shoplifting_shoplifting-73,other,640,480,30.0,323,260,33,88.74,261,1,2,0.8598,1,0,1,0,1988.363,2934.732,3.838,104.45,71.701,5889.214,54.85,6.491,11.563,0.0,0.0
shoplifting_shoplifting-74,other,640,480,30.0,325,160,135,54.24,160,1,1,0.8844,1,0,1,0,1670.132,1697.361,2.201,59.873,36.001,4146.479,78.38,5.33,10.834,0.0,0.0
shoplifting_shoplifting-75,other,640,480,30.0,290,160,100,61.54,161,1,2,0.8406,0,1,1,0,1491.738,1693.078,2.217,58.446,45.104,3943.486,73.54,5.353,10.864,0.0,0.0
shoplifting_shoplifting-76,other,640,480,30.0,343,226,87,72.2,236,2,2,0.8809,1,0,1,0,1757.744,2376.575,3.107,82.395,59.465,4964.456,69.09,5.374,10.779,0.0,0.0
shoplifting_shoplifting-77,other,640,480,30.0,346,158,158,50.0,187,2,2,0.8378,0,0,0,1,1699.48,1670.093,2.303,64.735,50.731,4199.304,82.39,5.106,10.891,0.0,0.0
shoplifting_shoplifting-78,other,640,480,30.0,346,139,177,43.99,201,2,2,0.7528,0,1,1,0,1707.572,1464.1,2.127,59.604,57.25,3979.924,86.94,5.114,10.945,0.0,0.0
shoplifting_shoplifting-79,other,640,480,30.0,316,218,68,76.22,218,1,1,0.8871,0,0,0,0,1716.47,2320.305,2.977,87.064,46.625,4871.754,64.86,5.717,10.857,0.0,0.0
shoplifting_shoplifting-8,other,640,480,30.0,316,189,97,66.08,189,1,1,0.8743,0,0,0,0,2066.646,1971.416,2.579,71.994,46.95,4970.022,63.58,6.776,10.679,0.0,0.0
shoplifting_shoplifting-80,other,640,480,30.0,340,249,61,80.32,251,1,2,0.8761,1,0,1,0,1829.982,2630.514,3.468,95.989,70.938,5347.333,63.58,5.675,10.849,0.0,0.0
shoplifting_shoplifting-81,other,640,480,30.0,321,134,157,46.05,134,1,1,0.8823,1,0,1,0,1637.548,1376.891,1.818,48.11,32.965,3735.815,85.93,5.257,10.521,0.0,0.0
shoplifting_shoplifting-82,other,640,480,30.0,321,164,127,56.36,164,1,1,0.8904,1,0,1,0,1723.928,1695.817,2.233,56.96,32.4,4171.358,76.95,5.555,10.538,0.0,0.0
shoplifting_shoplifting-83,other,640,480,30.0,310,182,98,65.0,182,1,1,0.8657,1,0,1,0,1556.908,1876.882,2.408,68.467,44.935,4228.574,73.31,5.251,10.559,0.0,0.0
shoplifting_shoplifting-84,other,640,480,30.0,341,220,91,70.74,248,3,3,0.8191,1,0,1,0,1746.404,2321.005,3.036,84.173,77.278,4950.613,68.88,5.377,10.901,0.0,0.0
shoplifting_shoplifting-85,other,640,480,30.0,341,243,68,78.14,290,2,2,0.8118,0,1,1,0,1794.015,2598.059,3.373,95.218,91.731,5333.333,63.94,5.55,11.069,0.0,0.0
shoplifting_shoplifting-86,other,640,480,30.0,341,296,15,95.18,296,1,1,0.8784,0,1,1,0,1828.358,3234.139,4.168,111.173,59.199,5988.521,56.94,5.7,11.126,0.0,0.0
shoplifting_shoplifting-87,other,640,480,30.0,336,176,130,57.52,381,3,3,0.7181,0,1,1,1,1846.862,1908.891,3.133,92.202,85.656,4649.404,72.27,5.78,11.333,0.0,0.0
shoplifting_shoplifting-88,other,1920,1080,30.0,320,280,10,96.55,280,1,1,0.8722,1,0,1,0,11435.124,3120.347,3.864,329.826,69.413,16332.27,19.59,36.778,11.392,0.0,0.0
shoplifting_shoplifting-89,other,1920,1080,30.0,404,355,19,94.92,355,1,1,0.8775,1,0,1,0,13237.141,3762.292,4.623,388.163,72.953,18766.822,21.53,33.737,10.804,0.0,0.0
shoplifting_shoplifting-9,other,640,480,30.0,354,268,56,82.72,268,1,1,0.8728,0,1,1,0,2292.35,2751.41,3.633,100.043,57.448,5922.578,59.77,6.768,10.481,0.0,0.0
shoplifting_shoplifting-90,other,1920,1080,30.0,373,313,30,91.25,313,1,1,0.8774,1,0,1,0,11825.803,3337.375,4.118,337.847,75.014,16785.165,22.22,32.621,10.902,0.0,0.0
shoplifting_shoplifting-91,other,1920,1080,30.0,262,165,67,71.12,165,1,1,0.8378,1,0,1,0,8289.997,1765.402,2.153,180.523,37.041,11249.664,23.29,32.338,10.924,0.0,0.0
shoplifting_shoplifting-92,other,1920,1080,30.0,373,342,1,99.71,343,1,2,0.8583,1,0,1,0,12068.495,3667.368,4.517,370.447,82.856,17423.183,21.41,33.36,10.966,0.0,0.0
shoplifting_shoplifting-93,other,1920,1080,30.0,340,249,61,80.32,249,1,1,0.8653,1,0,1,0,10853.832,2662.414,3.264,266.904,62.578,14979.945,22.7,32.718,10.944,0.0,0.0
